Fecha,Ubicacion,Local,Resultado,Visitante,year
3 de abril,San Cristóbal,Deportivo Táchira,1:1,Cruz Azul,2012
11 de abril,Ciudad del Este,Nacional,1:3,Corinthians,2012
18 de abril,Ciudad de México,Cruz Azul,4:1,Nacional,2012
18 de abril,São Paulo,Corinthians,6:0,Deportivo Táchira,2012
7 de febrero,Montevideo,Defensor Sporting,0:3,Vélez Sarsfield,2012
7 de febrero,Guadalajara,Guadalajara,1:1,Deportivo Quito,2012
14 de febrero,Montevideo,Defensor Sporting,2:0,Deportivo Quito,2012
22 de febrero,Buenos Aires,Vélez Sarsfield,3:0,Guadalajara,2012
7 de marzo,Quito,Deportivo Quito,3:0,Vélez Sarsfield,2012
13 de marzo,Guadalajara,Guadalajara,1:0,Defensor Sporting,2012
22 de marzo,Buenos Aires,Vélez Sarsfield,1:0,Deportivo Quito,2012
28 de marzo,Montevideo,Defensor Sporting,1:0,Guadalajara,2012
10 de abril,Quito,Deportivo Quito,2:0,Defensor Sporting,2012
11 de abril,Guadalajara,Guadalajara,0:2,Vélez Sarsfield,2012
17 de abril,Quito,Deportivo Quito,5:0,Guadalajara,2012
17 de abril,Buenos Aires,Vélez Sarsfield,1:3,Defensor Sporting,2012
14 de febrero,Medellín,Atlético Nacional,2:0,Universidad de Chile,2012
16 de febrero,Mendoza,Godoy Cruz,1:0,Peñarol,2012
21 de febrero,Montevideo,Peñarol,0:4,Atlético Nacional,2012
22 de febrero,Santiago,Universidad de Chile,5:1,Godoy Cruz,2012
6 de marzo,Montevideo,Peñarol,1:1,Universidad de Chile,2012
8 de marzo,Mendoza,Godoy Cruz,4:4,Atlético Nacional,2012
22 de marzo,Medellín,Atlético Nacional,2:2,Godoy Cruz,2012
27 de marzo,Santiago,Universidad de Chile,2:1,Peñarol,2012
4 de abril,Mendoza,Godoy Cruz,0:1,Universidad de Chile,2012
10 de abril,Medellín,Atlético Nacional,3:0,Peñarol,2012
19 de abril,Montevideo,Peñarol,4:2,Godoy Cruz,2012
19 de abril,Santiago,Universidad de Chile,2:1,Atlético Nacional,2012
25 de abril de 2012,Porto Alegre,Internacional,0:0,Fluminense,2012
10 de mayo de 2012,Río de Janeiro,Fluminense,2:1,Internacional,2012
2 de mayo de 2012,Buenos Aires,Boca Juniors,2:1,Unión Española,2012
9 de mayo de 2012,Santiago,Unión Española,2:3,Boca Juniors,2012
3 de mayo de 2012,Quito,Deportivo Quito,4:1,Universidad de Chile,2012
10 de mayo de 2012,Santiago,Universidad de Chile,6:0,Deportivo Quito,2012
1 de mayo de 2012,Ciudad de México,Cruz Azul,1:1,Libertad,2012
8 de mayo de 2012,Asunción,Libertad,2:0,Cruz Azul,2012
2 de mayo de 2012,Guayaquil,Emelec,0:0,Corinthians,2012
9 de mayo de 2012,São Paulo,Corinthians,3:0,Emelec,2012
2 de mayo de 2012,Río de Janeiro,Vasco da Gama,2:1,Lanús,2012
9 de mayo de 2012,Lanús,Lanús,2:1,Vasco da Gama,2012
25 de abril de 2012,La Paz,Bolívar,2:1,Santos,2012
10 de mayo de 2012,Santos,Santos,8:0,Bolívar,2012
1 de mayo de 2012,Medellín,Atlético Nacional,0:1,Vélez Sarsfield,2012
8 de mayo de 2012,Buenos Aires,Vélez Sarsfield,1:1,Atlético Nacional,2012
17 de mayo de 2012,Buenos Aires,Boca Juniors,1:0,Fluminense,2012
23 de mayo de 2012,Río de Janeiro,Fluminense,1:1,Boca Juniors,2012
16 de mayo de 2012,Asunción,Libertad,1:1,Universidad de Chile,2012
24 de mayo de 2012,Santiago,Universidad de Chile,1:1,Libertad,2012
16 de mayo de 2012,Río de Janeiro,Vasco da Gama,0:0,Corinthians,2012
23 de mayo de 2012,São Paulo,Corinthians,1:0,Vasco da Gama,2012
17 de mayo de 2012,Buenos Aires,Vélez Sarsfield,1:0,Santos,2012
24 de mayo de 2012,Santos,Santos,1:0,Vélez Sarsfield,2012
14 de junio de 2012,Buenos Aires,Boca Juniors,2:0,Universidad de Chile,2012
21 de junio de 2012,Santiago,Universidad de Chile,0:0,Boca Juniors,2012
13 de junio de 2012,Santos,Santos,0:1,Corinthians,2012
20 de junio de 2012,São Paulo,Corinthians,1:1,Santos,2012
"27 de junio de 2012, 21:50 (UTC-3)",Buenos Aires,Boca Juniors,1:1,Corinthians,2012
"4 de julio de 2012, 21:50 (UTC-3)",São Paulo,Corinthians,2:0,Boca Juniors,2012
12 de febrero,Montevideo,Nacional,2:2,Barcelona,2013
13 de febrero,Buenos Aires,Boca Juniors,1:2,Toluca,2013
19 de febrero,Toluca de Lerdo,Toluca,2:3,Nacional,2013
27 de febrero,Guayaquil,Barcelona,1:2,Boca Juniors,2013
6 de marzo,Toluca de Lerdo,Toluca,1:1,Barcelona,2013
7 de marzo,Buenos Aires,Boca Juniors,0:1,Nacional,2013
13 de marzo,Guayaquil,Barcelona,0:0,Toluca,2013
14 de marzo,Montevideo,Nacional,0:1,Boca Juniors,2013
3 de abril,Buenos Aires,Boca Juniors,1:0,Barcelona,2013
4 de abril,Montevideo,Nacional,4:0,Toluca,2013
17 de abril,Guayaquil,Barcelona,1:0,Nacional,2013
17 de abril,Toluca de Lerdo,Toluca,3:2,Boca Juniors,2013
14 de febrero,São Paulo,Palmeiras,2:1,Sporting Cristal,2013
21 de febrero,Victoria,Tigre,0:2,Libertad,2013
28 de febrero,Lima,Sporting Cristal,2:0,Tigre,2013
28 de febrero,Asunción,Libertad,2:0,Palmeiras,2013
6 de marzo,Asunción,Libertad,2:2,Sporting Cristal,2013
6 de marzo,Victoria,Tigre,1:0,Palmeiras,2013
12 de marzo,Lima,Sporting Cristal,1:1,Libertad,2013
2 de abril,São Paulo,Palmeiras,2:0,Tigre,2013
9 de abril,Victoria,Tigre,3:1,Sporting Cristal,2013
11 de abril,São Paulo,Palmeiras,1:0,Libertad,2013
18 de abril,Callao,Sporting Cristal,1:0,Palmeiras,2013
18 de abril,Asunción,Libertad,3:5,Tigre,2013
13 de febrero,Belo Horizonte,Atlético Mineiro,2:1,São Paulo,2013
14 de febrero,La Paz,The Strongest,2:1,Arsenal,2013
26 de febrero,Sarandí,Arsenal,2:5,Atlético Mineiro,2013
28 de febrero,São Paulo,São Paulo,2:1,The Strongest,2013
7 de marzo,São Paulo,São Paulo,1:1,Arsenal,2013
7 de marzo,Belo Horizonte,Atlético Mineiro,2:1,The Strongest,2013
13 de marzo,La Paz,The Strongest,1:2,Atlético Mineiro,2013
14 de marzo,Sarandí,Arsenal,2:1,São Paulo,2013
3 de abril,Belo Horizonte,Atlético Mineiro,5:2,Arsenal,2013
4 de abril,La Paz,The Strongest,2:1,São Paulo,2013
17 de abril,Sarandí,Arsenal,2:1,The Strongest,2013
17 de abril,São Paulo,São Paulo,2:0,Atlético Mineiro,2013
12 de febrero,Guayaquil,Emelec,1:0,Vélez Sarsfield,2013
13 de febrero,Iquique,Deportes Iquique,1:2,Peñarol,2013
19 de febrero,Montevideo,Peñarol,1:0,Emelec,2013
20 de febrero,Buenos Aires,Vélez Sarsfield,3:0,Deportes Iquique,2013
26 de febrero,Montevideo,Peñarol,0:1,Vélez Sarsfield,2013
27 de febrero,Iquique,Deportes Iquique,2:0,Emelec,2013
5 de marzo,Guayaquil,Emelec,2:1,Deportes Iquique,2013
12 de marzo,Buenos Aires,Vélez Sarsfield,3:1,Peñarol,2013
2 de abril,Iquique,Deportes Iquique,1:3,Vélez Sarsfield,2013
2 de abril,Guayaquil,Emelec,2:0,Peñarol,2013
9 de abril,Buenos Aires,Vélez Sarsfield,0:0,Emelec,2013
9 de abril,Montevideo,Peñarol,3:0,Deportes Iquique,2013
19 de febrero,Bogotá,Millonarios,0:1,Tijuana,2013
20 de febrero,Oruro,San José,1:1,Corinthians,2013
26 de febrero,Tijuana,Tijuana,4:0,San José,2013
27 de febrero,São Paulo,Corinthians,2:0,Millonarios,2013
5 de marzo,Bogotá,Millonarios,2:1,San José,2013
6 de marzo,Tijuana,Tijuana,1:0,Corinthians,2013
13 de marzo,São Paulo,Corinthians,3:0,Tijuana,2013
14 de marzo,Oruro,San José,2:0,Millonarios,2013
3 de abril,Bogotá,Millonarios,0:1,Corinthians,2013
3 de abril,Oruro,San José,1:1,Tijuana,2013
10 de abril,São Paulo,Corinthians,3:0,San José,2013
10 de abril,Tijuana,Tijuana,1:0,Millonarios,2013
13 de febrero,Cuzco,Real Garcilaso,1:1,Santa Fe,2013
14 de febrero,Ibagué,Deportes Tolima,2:1,Cerro Porteño,2013
21 de febrero,Asunción,Cerro Porteño,0:1,Real Garcilaso,2013
21 de febrero,Bogotá,Santa Fe,1:1,Deportes Tolima,2013
26 de febrero,Ibagué,Deportes Tolima,0:1,Real Garcilaso,2013
7 de marzo,Asunción,Cerro Porteño,1:2,Santa Fe,2013
2 de abril,Cuzco,Real Garcilaso,0:3,Deportes Tolima,2013
2 de abril,Bogotá,Santa Fe,1:0,Cerro Porteño,2013
9 de abril,Ibagué,Deportes Tolima,1:2,Santa Fe,2013
10 de abril,Cuzco,Real Garcilaso,5:1,Cerro Porteño,2013
16 de abril,Bogotá,Santa Fe,2:0,Real Garcilaso,2013
16 de abril,Asunción,Cerro Porteño,0:0,Deportes Tolima,2013
12 de febrero,Santiago,Universidad de Chile,2:0,Deportivo Lara,2013
14 de febrero,Rosario,Newell's Old Boys,3:1,Olimpia,2013
19 de febrero,Asunción,Olimpia,3:0,Universidad de Chile,2013
21 de febrero,Cabudare,Deportivo Lara,2:1,Newell's Old Boys,2013
5 de marzo,Asunción,Olimpia,2:2,Deportivo Lara,2013
5 de marzo,Rosario,Newell's Old Boys,1:2,Universidad de Chile,2013
12 de marzo,Santiago,Universidad de Chile,0:2,Newell's Old Boys,2013
13 de marzo,Cabudare,Deportivo Lara,1:5,Olimpia,2013
4 de abril,Rosario,Newell's Old Boys,3:1,Deportivo Lara,2013
4 de abril,Santiago,Universidad de Chile,0:1,Olimpia,2013
11 de abril,Cabudare,Deportivo Lara,2:3,Universidad de Chile,2013
11 de abril,Asunción,Olimpia,4:1,Newell's Old Boys,2013
13 de febrero,Caracas,Caracas,0:1,Fluminense,2013
14 de febrero,Porto Alegre,Grêmio,1:2,Huachipato,2013
20 de febrero,Río de Janeiro,Fluminense,0:3,Grêmio,2013
20 de febrero,Talcahuano,Huachipato,1:3,Caracas,2013
27 de febrero,Talcahuano,Huachipato,1:2,Fluminense,2013
5 de marzo,Porto Alegre,Grêmio,4:1,Caracas,2013
6 de marzo,Río de Janeiro,Fluminense,1:1,Huachipato,2013
12 de marzo,Caracas,Caracas,2:1,Grêmio,2013
3 de abril,Caracas,Caracas,0:4,Huachipato,2013
10 de abril,Porto Alegre,Grêmio,0:0,Fluminense,2013
18 de abril,Río de Janeiro,Fluminense,1:0,Caracas,2013
18 de abril,Talcahuano,Huachipato,1:1,Grêmio,2013
"2 de mayo de 2013, 18:15",São Paulo,São Paulo,1:2,Atlético Mineiro,2013
"8 de mayo de 2013, 20:00",Belo Horizonte,Atlético Mineiro,4:1,São Paulo,2013
"30 de abril de 2013, 20:30",Tijuana,Tijuana,0:0,Palmeiras,2013
"14 de mayo de 2013, 20:00",São Paulo,Palmeiras,1:2,Tijuana,2013
1 de mayo de 2013,Buenos Aires,Boca Juniors,1:0,Corinthians,2013
15 de mayo de 2013,São Paulo,Corinthians,1:1,Boca Juniors,2013
24 de abril de 2013,Rosario,Newell's Old Boys,0:1,Vélez Sarsfield,2013
15 de mayo de 2013,Buenos Aires,Vélez Sarsfield,1:2,Newell's Old Boys,2013
1 de mayo de 2013,Porto Alegre,Grêmio,2:1,Santa Fe,2013
16 de mayo de 2013,Bogotá,Santa Fe,1:0,Grêmio,2013
25 de abril de 2013,Cuzco,Real Garcilaso,1:0,Nacional,2013
9 de mayo de 2013,Montevideo,Nacional,1:0,Real Garcilaso,2013
30 de abril de 2013,Victoria,Tigre,2:1,Olimpia,2013
16 de mayo de 2013,Asunción,Olimpia,2:0,Tigre,2013
2 de mayo de 2013,Guayaquil,Emelec,2:1,Fluminense,2013
8 de mayo de 2013,Río de Janeiro,Fluminense,2:0,Emelec,2013
23 de mayo de 2013,Tijuana,Tijuana,2:2,Atlético Mineiro,2013
30 de mayo de 2013,Belo Horizonte,Atlético Mineiro,1:1,Tijuana,2013
23 de mayo de 2013,Buenos Aires,Boca Juniors,0:0,Newell's Old Boys,2013
29 de mayo de 2013,Rosario,Newell's Old Boys,0:0,Boca Juniors,2013
22 de mayo de 2013,Cuzco,Real Garcilaso,1:3,Santa Fe,2013
28 de mayo de 2013,Bogotá,Santa Fe,2:0,Real Garcilaso,2013
22 de mayo de 2013,Río de Janeiro,Fluminense,0:0,Olimpia,2013
29 de mayo de 2013,Asunción,Olimpia,2:1,Fluminense,2013
3 de julio de 2013,Rosario,Newell's Old Boys,2:0,Atlético Mineiro,2013
10 de julio de 2013,Belo Horizonte,Atlético Mineiro,2:0,Newell's Old Boys,2013
2 de julio de 2013,Asunción,Olimpia,2:0,Santa Fe,2013
9 de julio de 2013,Bogotá,Santa Fe,1:0,Olimpia,2013
"17 de julio de 2013, 20:50 (UTC-4)",Asunción,Olimpia,2:0,Atlético Mineiro,2013
"24 de julio de 2013, 21:50 (UTC-3)",Belo Horizonte,Atlético Mineiro,2:0,Olimpia,2013
11 de febrero,Lima,Universitario,0:1,Vélez Sarsfield,2014
13 de febrero,Curitiba,Atlético Paranaense,1:0,The Strongest,2014
20 de febrero,La Paz,The Strongest,1:0,Universitario,2014
25 de febrero,Buenos Aires,Vélez Sarsfield,2:0,Atlético Paranaense,2014
11 de marzo,La Paz,The Strongest,2:0,Vélez Sarsfield,2014
13 de marzo,Lima,Universitario,0:1,Atlético Paranaense,2014
18 de marzo,Buenos Aires,Vélez Sarsfield,2:0,The Strongest,2014
20 de marzo,Curitiba,Atlético Paranaense,3:0,Universitario,2014
26 de marzo,Curitiba,Atlético Paranaense,1:3,Vélez Sarsfield,2014
27 de marzo,Lima,Universitario,3:3,The Strongest,2014
8 de abril,Buenos Aires,Vélez Sarsfield,1:0,Universitario,2014
8 de abril,La Paz,The Strongest,2:1,Atlético Paranaense,2014
11 de febrero,Río de Janeiro,Botafogo,2:0,San Lorenzo,2014
18 de febrero,Sangolquí,Independiente del Valle,2:2,Unión Española,2014
26 de febrero,Santiago,Unión Española,1:1,Botafogo,2014
27 de febrero,Buenos Aires,San Lorenzo,1:0,Independiente del Valle,2014
12 de marzo,Buenos Aires,San Lorenzo,1:1,Unión Española,2014
12 de marzo,Sangolquí,Independiente del Valle,2:1,Botafogo,2014
18 de marzo,Río de Janeiro,Botafogo,1:0,Independiente del Valle,2014
20 de marzo,Santiago,Unión Española,1:0,San Lorenzo,2014
27 de marzo,Quito,Independiente del Valle,1:1,San Lorenzo,2014
2 de abril,Río de Janeiro,Botafogo,0:1,Unión Española,2014
9 de abril,Buenos Aires,San Lorenzo,3:0,Botafogo,2014
9 de abril,Santiago,Unión Española,4:5,Independiente del Valle,2014
12 de febrero,Cali,Deportivo Cali,1:0,Cerro Porteño,2014
13 de febrero,Lanús,Lanús,0:0,O'Higgins,2014
19 de febrero,Santiago,O'Higgins,1:0,Deportivo Cali,2014
26 de febrero,Asunción,Cerro Porteño,3:1,Lanús,2014
13 de marzo,Cali,Deportivo Cali,2:1,Lanús,2014
13 de marzo,Santiago,O'Higgins,2:2,Cerro Porteño,2014
20 de marzo,Asunción,Cerro Porteño,2:1,O'Higgins,2014
20 de marzo,Lanús,Lanús,2:0,Deportivo Cali,2014
26 de marzo,Cali,Deportivo Cali,1:1,O'Higgins,2014
27 de marzo,Lanús,Lanús,2:0,Cerro Porteño,2014
8 de abril,Asunción,Cerro Porteño,3:2,Deportivo Cali,2014
8 de abril,Rancagua,O'Higgins,0:0,Lanús,2014
11 de febrero,Barinas,Zamora,0:1,Atlético Mineiro,2014
11 de febrero,Bogotá,Santa Fe,3:1,Nacional,2014
20 de febrero,Asunción,Nacional,1:0,Zamora,2014
26 de febrero,Belo Horizonte,Atlético Mineiro,2:1,Santa Fe,2014
12 de marzo,Ciudad del Este,Nacional,2:2,Atlético Mineiro,2014
12 de marzo,Barinas,Zamora,2:1,Santa Fe,2014
18 de marzo,Bogotá,Santa Fe,2:2,Zamora,2014
19 de marzo,Belo Horizonte,Atlético Mineiro,1:1,Nacional,2014
25 de marzo,Barinas,Zamora,2:0,Nacional,2014
3 de abril,Bogotá,Santa Fe,1:1,Atlético Mineiro,2014
10 de abril,Asunción,Nacional,3:2,Santa Fe,2014
10 de abril,Belo Horizonte,Atlético Mineiro,1:0,Zamora,2014
12 de febrero,Huancayo,Real Garcilaso,2:1,Cruzeiro,2014
13 de febrero,Santiago,Universidad de Chile,1:0,Defensor Sporting,2014
19 de febrero,Montevideo,Defensor Sporting,4:1,Real Garcilaso,2014
25 de febrero,Belo Horizonte,Cruzeiro,5:1,Universidad de Chile,2014
11 de marzo,Montevideo,Defensor Sporting,2:0,Cruzeiro,2014
11 de marzo,Huancayo,Real Garcilaso,1:2,Universidad de Chile,2014
18 de marzo,Santiago,Universidad de Chile,1:0,Real Garcilaso,2014
20 de marzo,Belo Horizonte,Cruzeiro,2:2,Defensor Sporting,2014
1 de abril,Huancayo,Real Garcilaso,0:2,Defensor Sporting,2014
3 de abril,Santiago,Universidad de Chile,0:2,Cruzeiro,2014
9 de abril,Belo Horizonte,Cruzeiro,3:0,Real Garcilaso,2014
9 de abril,Montevideo,Defensor Sporting,1:1,Universidad de Chile,2014
13 de febrero,Montevideo,Nacional,0:1,Grêmio,2014
13 de febrero,Medellín,Atlético Nacional,1:0,Newell's Old Boys,2014
25 de febrero,Porto Alegre,Grêmio,3:0,Atlético Nacional,2014
27 de febrero,Rosario,Newell's Old Boys,4:0,Nacional,2014
11 de marzo,Medellín,Atlético Nacional,2:2,Nacional,2014
13 de marzo,Porto Alegre,Grêmio,0:0,Newell's Old Boys,2014
18 de marzo,Montevideo,Nacional,0:1,Atlético Nacional,2014
19 de marzo,Rosario,Newell's Old Boys,1:1,Grêmio,2014
26 de marzo,Montevideo,Nacional,2:4,Newell's Old Boys,2014
2 de abril,Medellín,Atlético Nacional,0:2,Grêmio,2014
10 de abril,Porto Alegre,Grêmio,1:0,Nacional,2014
10 de abril,Rosario,Newell's Old Boys,1:3,Atlético Nacional,2014
12 de febrero,León,León,2:1,Flamengo,2014
13 de febrero,Guayaquil,Emelec,2:1,Bolívar,2014
19 de febrero,La Paz,Bolívar,1:1,León,2014
26 de febrero,Río de Janeiro,Flamengo,3:1,Emelec,2014
11 de marzo,Guayaquil,Emelec,2:1,León,2014
12 de marzo,Río de Janeiro,Flamengo,2:2,Bolívar,2014
19 de marzo,La Paz,Bolívar,1:0,Flamengo,2014
19 de marzo,León,León,3:0,Emelec,2014
26 de marzo,León,León,0:1,Bolívar,2014
2 de abril,Guayaquil,Emelec,1:2,Flamengo,2014
9 de abril,La Paz,Bolívar,2:1,Emelec,2014
9 de abril,Río de Janeiro,Flamengo,2:3,León,2014
11 de febrero,Torreón,Santos Laguna,1:0,Arsenal,2014
12 de febrero,Puerto La Cruz,Deportivo Anzoátegui,1:1,Peñarol,2014
18 de febrero,Montevideo,Peñarol,0:2,Santos Laguna,2014
25 de febrero,Sarandí,Arsenal,3:0,Deportivo Anzoátegui,2014
11 de marzo,Puerto La Cruz,Deportivo Anzoátegui,1:1,Santos Laguna,2014
13 de marzo,Sarandí,Arsenal,1:0,Peñarol,2014
18 de marzo,Torreón,Santos Laguna,3:0,Deportivo Anzoátegui,2014
19 de marzo,Montevideo,Peñarol,2:1,Arsenal,2014
25 de marzo,Torreón,Santos Laguna,4:1,Peñarol,2014
26 de marzo,Puerto La Cruz,Deportivo Anzoátegui,1:3,Arsenal,2014
10 de abril,Sarandí,Arsenal,3:0,Santos Laguna,2014
10 de abril,Montevideo,Peñarol,1:1,Deportivo Anzoátegui,2014
"23 de abril de 2014, 18:45 (UTC-4)",Asunción,Nacional,1:0,Vélez Sarsfield,2014
"29 de abril de 2014, 21:45 (UTC-3)",Buenos Aires,Vélez Sarsfield,2:2,Nacional,2014
"24 de abril de 2014, 21:15 (UTC-3)",Sarandí,Arsenal,0:0,Unión Española,2014
"30 de abril de 2014, 18:30 (UTC-3)",Santiago,Unión Española,0:1,Arsenal,2014
"23 de abril de 2014, 20:00 (UTC-5)",Medellín,Atlético Nacional,1:0,Atlético Mineiro,2014
"1 de mayo de 2014, 19:15 (UTC-3)",Belo Horizonte,Atlético Mineiro,1:1,Atlético Nacional,2014
"17 de abril de 2014, 20:15 (UTC-4)",La Paz,The Strongest,2:0,Defensor Sporting,2014
"29 de abril de 2014, 19:15 (UTC-3)",Montevideo,Defensor Sporting,2:0,The Strongest,2014
"23 de abril de 2014, 22:00 (UTC-3)",Buenos Aires,San Lorenzo,1:0,Grêmio,2014
"30 de abril de 2014, 22:00 (UTC-3)",Porto Alegre,Grêmio,1:0,San Lorenzo,2014
"16 de abril de 2014, 22:00 (UTC-3)",Belo Horizonte,Cruzeiro,1:1,Cerro Porteño,2014
"30 de abril de 2014, 21:00 (UTC-4)",Asunción,Cerro Porteño,0:2,Cruzeiro,2014
"16 de abril de 2014, 19:45 (UTC-3)",Lanús,Lanús,2:1,Santos Laguna,2014
"23 de abril de 2014, 22:10 (UTC-5)",Torreón,Santos Laguna,0:2,Lanús,2014
"16 de abril de 2014, 20:00 (UTC-5)",León,León,2:2,Bolívar,2014
"22 de abril de 2014, 20:15 (UTC-4)",La Paz,Bolívar,1:1,León,2014
"7 de mayo de 2014, 18:45 (UTC-4)",Asunción,Nacional,1:0,Arsenal,2014
"14 de mayo de 2014, 19:30 (UTC-3)",Sarandí,Arsenal,0:0,Nacional,2014
"8 de mayo de 2014, 20:00 (UTC-5)",Medellín,Atlético Nacional,0:2,Defensor Sporting,2014
"15 de mayo de 2014, 22:00 (UTC-3)",Montevideo,Defensor Sporting,1:0,Atlético Nacional,2014
"7 de mayo de 2014, 22:00 (UTC-3)",Buenos Aires,San Lorenzo,1:0,Cruzeiro,2014
"14 de mayo de 2014, 22:00 (UTC-3)",Belo Horizonte,Cruzeiro,1:1,San Lorenzo,2014
"8 de mayo de 2014, 19:45 (UTC-3)",Lanús,Lanús,1:1,Bolívar,2014
"15 de mayo de 2014, 18:30 (UTC-4)",La Paz,Bolívar,1:0,Lanús,2014
"22 de julio de 2014, 20:15 (UTC-4)",Asunción,Nacional,2:0,Defensor Sporting,2014
"29 de julio de 2014, 21:15 (UTC-3)",Montevideo,Defensor Sporting,1:0,Nacional,2014
"23 de julio de 2014, 19:45 (UTC-3)",Buenos Aires,San Lorenzo,5:0,Bolívar,2014
"30 de julio de 2014, 20:15 (UTC-4)",La Paz,Bolívar,1:0,San Lorenzo,2014
"6 de agosto de 2014, 20:15 (UTC-4)",Asunción,Nacional,1:1,San Lorenzo,2014
"13 de agosto de 2014, 21:15 (UTC-3)",Buenos Aires,San Lorenzo,1:0,Nacional,2014
17 de febrero,Guadalajara,Atlas,0:1,Santa Fe,2015
18 de febrero,Santiago,Colo-Colo,2:0,Atlético Mineiro,2015
25 de febrero,Belo Horizonte,Atlético Mineiro,0:1,Atlas,2015
26 de febrero,Bogotá,Santa Fe,3:1,Colo-Colo,2015
4 de marzo,Santiago,Colo-Colo,2:0,Atlas,2015
18 de marzo,Bogotá,Santa Fe,0:1,Atlético Mineiro,2015
7 de abril,Guadalajara,Atlas,1:3,Colo-Colo,2015
9 de abril,Belo Horizonte,Atlético Mineiro,2:0,Santa Fe,2015
15 de abril,Guadalajara,Atlas,1:0,Atlético Mineiro,2015
15 de abril,Santiago,Colo-Colo,0:3,Santa Fe,2015
22 de abril,Belo Horizonte,Atlético Mineiro,2:0,Colo-Colo,2015
22 de abril,Bogotá,Santa Fe,3:1,Atlas,2015
18 de febrero,Sao Paulo,Corinthians,2:0,São Paulo,2015
19 de febrero,Montevideo,Danubio,1:2,San Lorenzo,2015
25 de febrero,São Paulo,São Paulo,4:0,Danubio,2015
4 de marzo,Buenos Aires,San Lorenzo,0:1,Corinthians,2015
17 de marzo,Montevideo,Danubio,1:2,Corinthians,2015
18 de marzo,São Paulo,São Paulo,1:0,San Lorenzo,2015
1 de abril,Buenos Aires,San Lorenzo,1:0,São Paulo,2015
1 de abril,Sao Paulo,Corinthians,4:0,Danubio,2015
15 de abril,Montevideo,Danubio,1:2,São Paulo,2015
16 de abril,Sao Paulo,Corinthians,0:0,San Lorenzo,2015
22 de abril,Buenos Aires,San Lorenzo,0:1,Danubio,2015
22 de abril,São Paulo,São Paulo,2:0,Corinthians,2015
24 de febrero,Buenos Aires,Huracán,2:2,Mineros de Guayana,2015
25 de febrero,Sucre,Universitario de Sucre,0:0,Cruzeiro,2015
3 de marzo,Ciudad Guayana,Mineros de Guayana,0:1,Universitario de Sucre,2015
3 de marzo,Belo Horizonte,Cruzeiro,0:0,Huracán,2015
10 de marzo,Sucre,Universitario de Sucre,0:0,Huracán,2015
19 de marzo,Ciudad Guayana,Mineros de Guayana,0:2,Cruzeiro,2015
8 de abril,Buenos Aires,Huracán,1:1,Universitario de Sucre,2015
8 de abril,Belo Horizonte,Cruzeiro,3:0,Mineros de Guayana,2015
14 de abril,Buenos Aires,Huracán,3:1,Cruzeiro,2015
14 de abril,Sucre,Universitario de Sucre,2:0,Mineros de Guayana,2015
21 de abril,Belo Horizonte,Cruzeiro,2:0,Universitario de Sucre,2015
21 de abril,Ciudad Guayana,Mineros de Guayana,3:0,Huracán,2015
17 de febrero,Santiago,Universidad de Chile,0:1,Emelec,2015
17 de febrero,La Paz,The Strongest,3:1,Internacional,2015
24 de febrero,Manta,Emelec,3:0,The Strongest,2015
